Job_ID,Proficiency,Domain,Years of experience
99473,Digital Marketing,Business,0
99473,Web Development,Computer Science,16
99473,Programming,Computer Science,1
30568,Creative Writing,Literature,17
30568,Problem Solving,Mathematics,3
96211,Problem Solving,Mathematics,2
92966,Web Development,Computer Science,8
16291,Data Analysis,Statistics,1
16291,Project Management,Business,9
16291,Project Management,Business,2
16291,Public Speaking,Communication,14
16291,Marketing,Business,12
16216,Marketing,Business,15
16216,Web Development,Computer Science,8
16216,Web Development,Computer Science,9
16216,Graphic Design,Design,20
16216,Digital Marketing,Business,14
27660,Problem Solving,Mathematics,7
27660,Creative Writing,Literature,10
27660,Graphic Design,Design,3
27660,Creative Writing,Literature,12
27660,Programming,Computer Science,6
92282,Project Management,Business,14
92282,Data Analysis,Statistics,5
92282,Public Speaking,Communication,17
92282,Problem Solving,Mathematics,15
52703,Digital Marketing,Business,4
52703,Programming,Computer Science,4
12515,Digital Marketing,Business,2
12515,Web Development,Computer Science,8
12515,Graphic Design,Design,12
12515,Programming,Computer Science,7
10424,Marketing,Business,16
10424,Public Speaking,Communication,11
10424,Graphic Design,Design,6
10424,Project Management,Business,11
10424,Data Analysis,Statistics,10
95796,Public Speaking,Communication,1
95796,Web Development,Computer Science,15
95796,Problem Solving,Mathematics,7
95796,Web Development,Computer Science,6
73409,Marketing,Business,19
73409,Creative Writing,Literature,13
73409,Graphic Design,Design,12
73409,Graphic Design,Design,15
73409,Project Management,Business,11
91319,Problem Solving,Mathematics,1
91319,Graphic Design,Design,11
65334,Problem Solving,Mathematics,11
65334,Graphic Design,Design,2
65334,Public Speaking,Communication,18
65334,Graphic Design,Design,15
65334,Data Analysis,Statistics,13
18064,Programming,Computer Science,14
18064,Marketing,Business,17
18064,Graphic Design,Design,7
86447,Project Management,Business,20
86447,Data Analysis,Statistics,6
86447,Web Development,Computer Science,18
86447,Marketing,Business,2
86447,Creative Writing,Literature,3
13373,Programming,Computer Science,13
13373,Project Management,Business,3
13373,Public Speaking,Communication,2
13373,Public Speaking,Communication,2
13373,Marketing,Business,1
99454,Programming,Computer Science,7
99454,Web Development,Computer Science,20
99454,Data Analysis,Statistics,9
99454,Creative Writing,Literature,12
99454,Creative Writing,Literature,7
82704,Programming,Computer Science,13
82704,Data Analysis,Statistics,2
82704,Public Speaking,Communication,1
63531,Graphic Design,Design,7
63531,Problem Solving,Mathematics,15
63531,Problem Solving,Mathematics,19
63531,Project Management,Business,5
35240,Web Development,Computer Science,5
35240,Graphic Design,Design,5
89249,Public Speaking,Communication,20
89249,Web Development,Computer Science,10
89249,Marketing,Business,7
53352,Marketing,Business,19
53352,Creative Writing,Literature,7
30692,Creative Writing,Literature,3
30692,Graphic Design,Design,6
30692,Marketing,Business,6
30692,Marketing,Business,4
37022,Project Management,Business,3
37022,Programming,Computer Science,19
37022,Public Speaking,Communication,6
37022,Creative Writing,Literature,7
93387,Web Development,Computer Science,10
93387,Data Analysis,Statistics,19
93387,Problem Solving,Mathematics,18
93387,Web Development,Computer Science,5
36323,Public Speaking,Communication,18
9320,Programming,Computer Science,3
73873,Creative Writing,Literature,4
73539,Graphic Design,Design,7
73539,Public Speaking,Communication,10
73539,Graphic Design,Design,14
73539,Graphic Design,Design,14
73539,Marketing,Business,18
42374,Problem Solving,Mathematics,19
42374,Data Analysis,Statistics,7
42374,Public Speaking,Communication,17
80759,Digital Marketing,Business,18
80759,Digital Marketing,Business,18
64575,Data Analysis,Statistics,9
64575,Digital Marketing,Business,18
64575,Data Analysis,Statistics,1
64575,Graphic Design,Design,0
9169,Project Management,Business,1
9169,Web Development,Computer Science,7
9169,Public Speaking,Communication,6
9169,Digital Marketing,Business,13
9169,Marketing,Business,16
61976,Creative Writing,Literature,3
61976,Marketing,Business,4
61976,Digital Marketing,Business,4
52638,Public Speaking,Communication,3
52638,Data Analysis,Statistics,20
52638,Marketing,Business,15
52638,Programming,Computer Science,1
91043,Marketing,Business,20
91043,Project Management,Business,16
91043,Problem Solving,Mathematics,16
91043,Graphic Design,Design,19
91043,Digital Marketing,Business,2
7137,Web Development,Computer Science,5
13395,Programming,Computer Science,10
13395,Digital Marketing,Business,9
13395,Marketing,Business,8
90650,Problem Solving,Mathematics,12
90650,Programming,Computer Science,1
90650,Problem Solving,Mathematics,1
90650,Project Management,Business,5
53056,Web Development,Computer Science,4
53056,Problem Solving,Mathematics,9
53056,Graphic Design,Design,17
78277,Graphic Design,Design,9
19794,Data Analysis,Statistics,11
19794,Digital Marketing,Business,3
19794,Marketing,Business,19
19794,Web Development,Computer Science,2
90307,Problem Solving,Mathematics,4
16219,Data Analysis,Statistics,1
16219,Data Analysis,Statistics,5
16219,Public Speaking,Communication,20
16219,Marketing,Business,9
16219,Marketing,Business,18
89642,Data Analysis,Statistics,19
89642,Marketing,Business,0
89642,Graphic Design,Design,7
80572,Programming,Computer Science,3
80572,Web Development,Computer Science,0
80572,Graphic Design,Design,17
80572,Public Speaking,Communication,15
90085,Graphic Design,Design,19
95180,Programming,Computer Science,5
95180,Public Speaking,Communication,7
88311,Public Speaking,Communication,13
88311,Data Analysis,Statistics,12
17930,Graphic Design,Design,9
17930,Graphic Design,Design,17
17930,Graphic Design,Design,4
17930,Creative Writing,Literature,4
17930,Public Speaking,Communication,13
75733,Public Speaking,Communication,4
75733,Graphic Design,Design,2
75733,Creative Writing,Literature,13
75733,Public Speaking,Communication,2
66677,Marketing,Business,9
66677,Web Development,Computer Science,16
66677,Public Speaking,Communication,17
66677,Creative Writing,Literature,15
65114,Programming,Computer Science,1
65114,Programming,Computer Science,11
47458,Programming,Computer Science,2
47458,Graphic Design,Design,19
47458,Programming,Computer Science,0
47458,Data Analysis,Statistics,16
89096,Problem Solving,Mathematics,2
89096,Data Analysis,Statistics,3
89096,Problem Solving,Mathematics,5
89096,Problem Solving,Mathematics,15
89096,Project Management,Business,10
32666,Graphic Design,Design,1
10059,Creative Writing,Literature,2
10059,Digital Marketing,Business,1
10059,Graphic Design,Design,19
10059,Web Development,Computer Science,13
89967,Digital Marketing,Business,4
89967,Data Analysis,Statistics,7
89967,Digital Marketing,Business,7
39496,Web Development,Computer Science,17
39496,Problem Solving,Mathematics,0
35079,Marketing,Business,20
20515,Graphic Design,Design,18
20515,Programming,Computer Science,13
51334,Creative Writing,Literature,13
51334,Project Management,Business,4
51334,Problem Solving,Mathematics,20
51334,Web Development,Computer Science,0
25838,Web Development,Computer Science,11
90808,Web Development,Computer Science,10
90808,Marketing,Business,9
90808,Graphic Design,Design,15
1318,Graphic Design,Design,20
1318,Marketing,Business,1
1318,Web Development,Computer Science,18
46196,Web Development,Computer Science,15
46196,Programming,Computer Science,9
46196,Problem Solving,Mathematics,19
46196,Digital Marketing,Business,11
46196,Problem Solving,Mathematics,16
85528,Problem Solving,Mathematics,4
85528,Project Management,Business,15
85528,Web Development,Computer Science,6
5062,Digital Marketing,Business,10
5062,Data Analysis,Statistics,10
5062,Web Development,Computer Science,6
5062,Public Speaking,Communication,1
697,Programming,Computer Science,0
697,Creative Writing,Literature,6
697,Project Management,Business,6
697,Web Development,Computer Science,14
697,Problem Solving,Mathematics,16
68532,Public Speaking,Communication,7
68532,Problem Solving,Mathematics,20
80686,Marketing,Business,16
94637,Public Speaking,Communication,11
94637,Project Management,Business,3
94637,Web Development,Computer Science,0
94637,Graphic Design,Design,5
652,Digital Marketing,Business,10
652,Web Development,Computer Science,10
652,Web Development,Computer Science,8
652,Graphic Design,Design,20
25417,Digital Marketing,Business,14
64597,Creative Writing,Literature,4
10958,Programming,Computer Science,1
10958,Problem Solving,Mathematics,15
10958,Public Speaking,Communication,10
10958,Data Analysis,Statistics,14
10958,Digital Marketing,Business,15
49307,Marketing,Business,20
49307,Problem Solving,Mathematics,6
49307,Web Development,Computer Science,10
49307,Marketing,Business,20
30776,Programming,Computer Science,18
30776,Programming,Computer Science,0
30776,Marketing,Business,16
30776,Problem Solving,Mathematics,16
74088,Problem Solving,Mathematics,18
74088,Data Analysis,Statistics,18
74088,Public Speaking,Communication,12
74088,Data Analysis,Statistics,13
74088,Public Speaking,Communication,6
33252,Digital Marketing,Business,13
33252,Web Development,Computer Science,0
33252,Web Development,Computer Science,5
33252,Marketing,Business,12
33252,Data Analysis,Statistics,12
74888,Graphic Design,Design,0
74888,Digital Marketing,Business,5
74888,Marketing,Business,11
74888,Public Speaking,Communication,7
21236,Creative Writing,Literature,12
52110,Data Analysis,Statistics,5
52110,Public Speaking,Communication,1
52110,Marketing,Business,8
52110,Programming,Computer Science,3
33470,Project Management,Business,15
33470,Programming,Computer Science,4
33470,Graphic Design,Design,19
33470,Problem Solving,Mathematics,8
33470,Public Speaking,Communication,16
1711,Creative Writing,Literature,16
1711,Web Development,Computer Science,2
1711,Graphic Design,Design,9
80200,Data Analysis,Statistics,4
80200,Marketing,Business,8
80200,Creative Writing,Literature,6
80200,Digital Marketing,Business,1
44128,Public Speaking,Communication,0
44128,Creative Writing,Literature,0
44128,Digital Marketing,Business,16
44128,Public Speaking,Communication,3
59530,Project Management,Business,11
59530,Graphic Design,Design,3
59530,Marketing,Business,17
59530,Project Management,Business,8
7197,Programming,Computer Science,19
7197,Project Management,Business,2
7197,Digital Marketing,Business,2
7197,Problem Solving,Mathematics,6
97957,Problem Solving,Mathematics,2
97957,Creative Writing,Literature,0
97957,Creative Writing,Literature,18
97957,Data Analysis,Statistics,3
97957,Problem Solving,Mathematics,8
