JS_ID,Year,Proficiency,Domain
81289,2006,Programming,Computer Science
81289,1990,Marketing,Business
81289,2003,Web Development,Computer Science
81289,2022,Project Management,Business
60003,2013,Creative Writing,Literature
60003,2013,Project Management,Business
60003,2013,Digital Marketing,Business
60003,2013,Programming,Computer Science
60003,1996,Web Development,Computer Science
60003,1996,Data Analysis,Statistics
60003,1996,Digital Marketing,Business
60003,1996,Programming,Computer Science
60003,1989,Graphic Design,Design
60003,1989,Digital Marketing,Business
60003,1989,Web Development,Computer Science
78507,2021,Digital Marketing,Business
78507,1987,Marketing,Business
19202,1992,Marketing,Business
19202,1992,Problem Solving,Mathematics
19202,1992,Data Analysis,Statistics
19202,1992,Project Management,Business
19202,1981,Problem Solving,Mathematics
19202,2016,Public Speaking,Communication
19202,2016,Project Management,Business
19202,2007,Project Management,Business
84418,1981,Problem Solving,Mathematics
84418,1981,Public Speaking,Communication
84418,1981,Project Management,Business
84418,1981,Programming,Computer Science
84418,1990,Creative Writing,Literature
84418,1990,Web Development,Computer Science
84418,1990,Data Analysis,Statistics
84418,1990,Programming,Computer Science
84418,1990,Problem Solving,Mathematics
84418,1990,Data Analysis,Statistics
84418,1990,Programming,Computer Science
84418,1990,Graphic Design,Design
84418,2012,Problem Solving,Mathematics
53838,2021,Problem Solving,Mathematics
53838,2021,Data Analysis,Statistics
53838,1982,Creative Writing,Literature
53838,1982,Problem Solving,Mathematics
53838,1982,Data Analysis,Statistics
53838,1982,Graphic Design,Design
53838,1986,Problem Solving,Mathematics
53838,1986,Programming,Computer Science
53838,1980,Marketing,Business
53838,1980,Web Development,Computer Science
53838,1980,Graphic Design,Design
53838,1980,Programming,Computer Science
53838,1980,Project Management,Business
76443,1988,Creative Writing,Literature
76443,1988,Programming,Computer Science
76443,2005,Marketing,Business
76443,2005,Data Analysis,Statistics
76443,2005,Graphic Design,Design
61314,2021,Graphic Design,Design
61314,2021,Public Speaking,Communication
61314,2021,Programming,Computer Science
61314,2011,Web Development,Computer Science
61314,2011,Graphic Design,Design
61314,2011,Public Speaking,Communication
61314,2011,Programming,Computer Science
61314,2003,Marketing,Business
61314,2003,Web Development,Computer Science
61314,2003,Data Analysis,Statistics
61314,2003,Creative Writing,Literature
61314,2003,Graphic Design,Design
61314,2003,Project Management,Business
61314,2003,Public Speaking,Communication
61314,2003,Data Analysis,Statistics
61314,2003,Programming,Computer Science
67945,2013,Marketing,Business
67945,2013,Graphic Design,Design
67945,2013,Public Speaking,Communication
67945,2013,Programming,Computer Science
67945,1989,Problem Solving,Mathematics
67945,1989,Public Speaking,Communication
59366,2018,Marketing,Business
59366,2018,Problem Solving,Mathematics
59366,2003,Problem Solving,Mathematics
59366,2003,Marketing,Business
59366,2003,Public Speaking,Communication
32,2005,Marketing,Business
32,2005,Public Speaking,Communication
32,2017,Graphic Design,Design
43711,1985,Problem Solving,Mathematics
43711,1983,Graphic Design,Design
43711,1983,Data Analysis,Statistics
43711,1983,Digital Marketing,Business
43711,1983,Programming,Computer Science
43711,2006,Problem Solving,Mathematics
43711,2006,Digital Marketing,Business
43711,2006,Data Analysis,Statistics
43711,2006,Marketing,Business
43711,1995,Public Speaking,Communication
43711,1995,Digital Marketing,Business
38308,2005,Marketing,Business
38308,2005,Problem Solving,Mathematics
38308,2005,Digital Marketing,Business
38308,2005,Programming,Computer Science
38308,1981,Problem Solving,Mathematics
38308,1981,Public Speaking,Communication
38308,1981,Data Analysis,Statistics
98652,1987,Marketing,Business
98652,1987,Project Management,Business
98652,2019,Problem Solving,Mathematics
98652,2019,Creative Writing,Literature
98652,2019,Project Management,Business
98652,1988,Creative Writing,Literature
98652,1988,Data Analysis,Statistics
98652,2001,Creative Writing,Literature
98652,2001,Graphic Design,Design
98652,2001,Programming,Computer Science
98652,2019,Marketing,Business
98652,2019,Creative Writing,Literature
98652,2019,Programming,Computer Science
98652,2019,Graphic Design,Design
58050,2007,Problem Solving,Mathematics
58050,2007,Web Development,Computer Science
58050,2000,Graphic Design,Design
58050,1997,Marketing,Business
58050,1997,Public Speaking,Communication
58050,1997,Graphic Design,Design
58050,2011,Creative Writing,Literature
58050,2011,Project Management,Business
58050,1989,Marketing,Business
58050,1989,Web Development,Computer Science
58050,1989,Problem Solving,Mathematics
58050,1989,Data Analysis,Statistics
58050,1989,Project Management,Business
86395,2013,Problem Solving,Mathematics
86395,2013,Data Analysis,Statistics
86395,2013,Programming,Computer Science
23582,2020,Project Management,Business
23582,2000,Web Development,Computer Science
23582,2000,Project Management,Business
23582,1999,Web Development,Computer Science
23582,1999,Public Speaking,Communication
23582,1999,Project Management,Business
23582,1986,Problem Solving,Mathematics
23582,1986,Creative Writing,Literature
23582,1986,Digital Marketing,Business
38468,1982,Graphic Design,Design
38468,1982,Data Analysis,Statistics
38468,1982,Digital Marketing,Business
38468,1992,Web Development,Computer Science
38468,1992,Problem Solving,Mathematics
38468,1992,Data Analysis,Statistics
38468,1992,Programming,Computer Science
38468,1992,Project Management,Business
39412,2017,Creative Writing,Literature
39412,2017,Problem Solving,Mathematics
39412,2017,Public Speaking,Communication
39412,2001,Creative Writing,Literature
39412,2010,Data Analysis,Statistics
39412,2017,Creative Writing,Literature
39412,2017,Project Management,Business
39412,2017,Web Development,Computer Science
65405,1981,Problem Solving,Mathematics
65405,1981,Creative Writing,Literature
65405,2011,Creative Writing,Literature
65405,2011,Data Analysis,Statistics
65405,2017,Marketing,Business
65405,2017,Programming,Computer Science
65405,1991,Digital Marketing,Business
65405,1991,Data Analysis,Statistics
6600,1993,Digital Marketing,Business
6600,1998,Web Development,Computer Science
6600,1998,Creative Writing,Literature
6600,1998,Data Analysis,Statistics
6600,1998,Digital Marketing,Business
6600,2017,Data Analysis,Statistics
71870,2006,Public Speaking,Communication
71870,2006,Data Analysis,Statistics
71870,2006,Project Management,Business
75923,2011,Web Development,Computer Science
75923,2011,Project Management,Business
75923,2011,Data Analysis,Statistics
75923,2013,Marketing,Business
75923,2013,Web Development,Computer Science
75923,2013,Graphic Design,Design
75923,1998,Digital Marketing,Business
75923,1998,Data Analysis,Statistics
75923,1998,Programming,Computer Science
20667,2022,Problem Solving,Mathematics
20667,2022,Digital Marketing,Business
20667,2022,Programming,Computer Science
20667,1982,Digital Marketing,Business
20667,2002,Problem Solving,Mathematics
20667,2014,Creative Writing,Literature
20667,2014,Data Analysis,Statistics
20667,2014,Programming,Computer Science
20667,2013,Marketing,Business
20667,2013,Digital Marketing,Business
20667,2013,Programming,Computer Science
20667,2013,Graphic Design,Design
63140,1995,Marketing,Business
63140,1995,Digital Marketing,Business
63140,2000,Creative Writing,Literature
63140,2000,Marketing,Business
63140,2000,Public Speaking,Communication
63140,2000,Programming,Computer Science
63140,2001,Problem Solving,Mathematics
63140,2001,Marketing,Business
63140,2001,Project Management,Business
63140,2012,Graphic Design,Design
63140,2012,Programming,Computer Science
63140,1997,Problem Solving,Mathematics
38634,2001,Web Development,Computer Science
38634,2001,Graphic Design,Design
38634,2001,Public Speaking,Communication
91834,1992,Web Development,Computer Science
91834,2006,Digital Marketing,Business
91834,2006,Project Management,Business
26384,2017,Marketing,Business
26384,2017,Creative Writing,Literature
26384,2017,Problem Solving,Mathematics
26384,2017,Data Analysis,Statistics
26384,2017,Project Management,Business
26384,2002,Problem Solving,Mathematics
26384,2002,Web Development,Computer Science
26384,2002,Project Management,Business
26384,2002,Data Analysis,Statistics
26384,2019,Problem Solving,Mathematics
26384,2019,Digital Marketing,Business
26384,2019,Project Management,Business
26384,2019,Programming,Computer Science
26384,1995,Marketing,Business
26384,1995,Data Analysis,Statistics
26384,1995,Graphic Design,Design
26384,2018,Creative Writing,Literature
26384,2018,Problem Solving,Mathematics
26384,2018,Web Development,Computer Science
26384,2018,Marketing,Business
15240,2001,Web Development,Computer Science
15240,2001,Project Management,Business
15240,2001,Programming,Computer Science
15240,1982,Creative Writing,Literature
75547,2013,Digital Marketing,Business
75547,2013,Public Speaking,Communication
75547,2013,Project Management,Business
75547,1985,Creative Writing,Literature
75547,1985,Graphic Design,Design
75547,1985,Problem Solving,Mathematics
75547,1985,Data Analysis,Statistics
75547,1985,Programming,Computer Science
75547,2018,Marketing,Business
75547,2018,Web Development,Computer Science
75547,2018,Public Speaking,Communication
75547,2018,Data Analysis,Statistics
75547,2018,Project Management,Business
75547,1989,Web Development,Computer Science
75547,1989,Problem Solving,Mathematics
75547,1989,Data Analysis,Statistics
94471,2009,Problem Solving,Mathematics
94471,2009,Marketing,Business
94471,2009,Digital Marketing,Business
94471,2022,Marketing,Business
94471,2012,Web Development,Computer Science
94471,2012,Problem Solving,Mathematics
94471,2012,Data Analysis,Statistics
94471,1985,Project Management,Business
50849,2004,Graphic Design,Design
50849,2004,Data Analysis,Statistics
50849,2004,Programming,Computer Science
50849,2008,Web Development,Computer Science
50849,2008,Problem Solving,Mathematics
50849,2008,Public Speaking,Communication
50849,2008,Data Analysis,Statistics
10494,1987,Creative Writing,Literature
10494,1987,Data Analysis,Statistics
10494,2012,Marketing,Business
10494,2012,Digital Marketing,Business
10494,2012,Web Development,Computer Science
10494,2014,Problem Solving,Mathematics
10494,2014,Data Analysis,Statistics
10494,2014,Graphic Design,Design
10494,2022,Creative Writing,Literature
10494,2022,Web Development,Computer Science
10494,2022,Public Speaking,Communication
10494,2022,Data Analysis,Statistics
10494,2022,Programming,Computer Science
10494,2014,Problem Solving,Mathematics
20400,2015,Marketing,Business
20400,2015,Digital Marketing,Business
20400,2018,Creative Writing,Literature
20400,2000,Marketing,Business
20400,2000,Graphic Design,Design
20400,2000,Data Analysis,Statistics
20400,2000,Programming,Computer Science
91616,2003,Creative Writing,Literature
91616,2003,Web Development,Computer Science
91616,2002,Web Development,Computer Science
91616,2002,Creative Writing,Literature
91616,2002,Digital Marketing,Business
91616,2002,Marketing,Business
64904,2017,Marketing,Business
64904,2013,Data Analysis,Statistics
64904,1998,Marketing,Business
64904,1998,Project Management,Business
64904,1998,Digital Marketing,Business
64904,1998,Programming,Computer Science
64904,1987,Digital Marketing,Business
64904,1987,Public Speaking,Communication
64904,1987,Programming,Computer Science
60000,1984,Data Analysis,Statistics
60000,1984,Programming,Computer Science
60000,2014,Web Development,Computer Science
60000,2014,Data Analysis,Statistics
60000,2014,Project Management,Business
99070,2013,Creative Writing,Literature
99070,2013,Digital Marketing,Business
99070,1992,Public Speaking,Communication
99070,1996,Creative Writing,Literature
99070,1984,Data Analysis,Statistics
99070,1984,Project Management,Business
99070,1984,Digital Marketing,Business
99070,1982,Marketing,Business
99070,1982,Creative Writing,Literature
99070,1982,Project Management,Business
99070,1982,Public Speaking,Communication
17320,1992,Project Management,Business
17320,1992,Public Speaking,Communication
17320,2022,Web Development,Computer Science
17320,2022,Marketing,Business
17320,2022,Data Analysis,Statistics
17320,2022,Graphic Design,Design
71961,2019,Creative Writing,Literature
71961,2019,Graphic Design,Design
71961,2019,Project Management,Business
71961,1983,Web Development,Computer Science
71961,1983,Digital Marketing,Business
71961,1983,Programming,Computer Science
9280,2012,Problem Solving,Mathematics
9280,2000,Creative Writing,Literature
9280,2000,Digital Marketing,Business
9280,2000,Data Analysis,Statistics
9280,1987,Marketing,Business
9280,2017,Creative Writing,Literature
9280,2017,Project Management,Business
9280,2017,Digital Marketing,Business
9280,2017,Graphic Design,Design
9280,2001,Graphic Design,Design
9280,2001,Public Speaking,Communication
9280,2001,Programming,Computer Science
63038,1989,Public Speaking,Communication
63038,1989,Digital Marketing,Business
63038,1994,Graphic Design,Design
63038,1982,Web Development,Computer Science
63038,1982,Creative Writing,Literature
63038,1982,Project Management,Business
63038,1987,Digital Marketing,Business
63038,1987,Data Analysis,Statistics
63038,1987,Graphic Design,Design
1091,1983,Creative Writing,Literature
1091,1983,Digital Marketing,Business
1091,2021,Problem Solving,Mathematics
1091,2021,Project Management,Business
1091,2021,Data Analysis,Statistics
1091,2021,Programming,Computer Science
1091,1989,Problem Solving,Mathematics
1091,1989,Graphic Design,Design
1091,1989,Digital Marketing,Business
1091,2022,Marketing,Business
1091,2022,Web Development,Computer Science
1091,2022,Problem Solving,Mathematics
1091,2022,Public Speaking,Communication
1091,2022,Programming,Computer Science
1091,2001,Digital Marketing,Business
1091,2001,Data Analysis,Statistics
1091,2001,Programming,Computer Science
4860,1991,Web Development,Computer Science
4860,2017,Creative Writing,Literature
4860,1992,Marketing,Business
4860,1992,Problem Solving,Mathematics
4860,1992,Data Analysis,Statistics
4860,1992,Programming,Computer Science
4860,2018,Graphic Design,Design
4860,2018,Public Speaking,Communication
4860,2018,Project Management,Business
4843,2022,Web Development,Computer Science
4843,2022,Marketing,Business
4843,2022,Public Speaking,Communication
4843,2022,Graphic Design,Design
4843,1995,Digital Marketing,Business
4843,1989,Creative Writing,Literature
4843,1989,Marketing,Business
4843,1989,Web Development,Computer Science
4843,1989,Digital Marketing,Business
4843,2002,Creative Writing,Literature
4843,2002,Digital Marketing,Business
4843,2002,Web Development,Computer Science
27285,2010,Creative Writing,Literature
27285,2010,Web Development,Computer Science
27285,2010,Programming,Computer Science
27285,2013,Problem Solving,Mathematics
27285,2013,Data Analysis,Statistics
27285,1984,Graphic Design,Design
27285,1984,Public Speaking,Communication
27285,1986,Problem Solving,Mathematics
37972,1981,Public Speaking,Communication
37972,1990,Creative Writing,Literature
37972,1990,Public Speaking,Communication
37972,1990,Digital Marketing,Business
37972,1991,Graphic Design,Design
37972,1991,Web Development,Computer Science
37972,1992,Marketing,Business
37972,1992,Public Speaking,Communication
37972,1992,Programming,Computer Science
42135,1984,Creative Writing,Literature
42135,1984,Web Development,Computer Science
42135,1984,Public Speaking,Communication
42135,2019,Marketing,Business
42135,2019,Web Development,Computer Science
42135,2019,Project Management,Business
42135,1984,Creative Writing,Literature
42135,1984,Public Speaking,Communication
42135,2015,Web Development,Computer Science
42135,2015,Graphic Design,Design
42135,2020,Graphic Design,Design
54113,2005,Problem Solving,Mathematics
54113,2005,Web Development,Computer Science
64237,1981,Creative Writing,Literature
64237,1981,Marketing,Business
64237,1981,Digital Marketing,Business
64237,1988,Creative Writing,Literature
64237,1980,Creative Writing,Literature
64237,2001,Creative Writing,Literature
64237,2001,Graphic Design,Design
64237,2001,Project Management,Business
64237,2001,Programming,Computer Science
64237,2007,Creative Writing,Literature
64237,2007,Project Management,Business
64237,2007,Digital Marketing,Business
64237,2007,Programming,Computer Science
63273,2012,Creative Writing,Literature
63273,2012,Web Development,Computer Science
63273,2012,Digital Marketing,Business
63273,2012,Programming,Computer Science
63273,2002,Creative Writing,Literature
63273,2002,Web Development,Computer Science
63273,2002,Programming,Computer Science
63273,1980,Marketing,Business
63273,1980,Digital Marketing,Business
63273,1980,Data Analysis,Statistics
63273,1980,Public Speaking,Communication
63273,1980,Project Management,Business
38498,1990,Creative Writing,Literature
38498,1990,Web Development,Computer Science
38498,1990,Digital Marketing,Business
38498,2006,Problem Solving,Mathematics
38498,2006,Digital Marketing,Business
38498,2006,Public Speaking,Communication
38498,1981,Marketing,Business
38498,1981,Web Development,Computer Science
38498,1981,Programming,Computer Science
38498,2010,Creative Writing,Literature
38498,1999,Problem Solving,Mathematics
38498,1999,Public Speaking,Communication
38498,1999,Programming,Computer Science
51255,2020,Problem Solving,Mathematics
51255,2020,Data Analysis,Statistics
51255,2020,Project Management,Business
51255,2020,Digital Marketing,Business
52512,1982,Marketing,Business
52512,1982,Digital Marketing,Business
52512,1982,Problem Solving,Mathematics
52512,1982,Data Analysis,Statistics
52512,1982,Public Speaking,Communication
41368,2010,Creative Writing,Literature
41368,2010,Programming,Computer Science
41368,2016,Marketing,Business
41368,2016,Web Development,Computer Science
41368,2016,Data Analysis,Statistics
94149,1981,Data Analysis,Statistics
94149,2000,Creative Writing,Literature
94149,2000,Programming,Computer Science
94149,1984,Creative Writing,Literature
94149,1984,Marketing,Business
94149,1984,Public Speaking,Communication
94149,2005,Project Management,Business
94149,2005,Programming,Computer Science
94149,2002,Graphic Design,Design
94149,2002,Data Analysis,Statistics
79247,1995,Marketing,Business
79247,1995,Web Development,Computer Science
79247,1995,Data Analysis,Statistics
79247,1995,Programming,Computer Science
79247,1999,Creative Writing,Literature
79247,1999,Problem Solving,Mathematics
79247,1999,Graphic Design,Design
79247,1993,Problem Solving,Mathematics
79247,1993,Graphic Design,Design
79247,1993,Programming,Computer Science
79247,1993,Marketing,Business
79247,1988,Creative Writing,Literature
79247,1988,Digital Marketing,Business
79247,1988,Programming,Computer Science
79247,1988,Public Speaking,Communication
79247,2021,Marketing,Business
79247,2021,Graphic Design,Design
55401,2015,Creative Writing,Literature
55401,2015,Problem Solving,Mathematics
55401,2015,Programming,Computer Science
55401,2015,Graphic Design,Design
10773,2013,Marketing,Business
10773,2013,Problem Solving,Mathematics
10773,2013,Data Analysis,Statistics
10773,2013,Project Management,Business
74872,2012,Problem Solving,Mathematics
74872,2012,Marketing,Business
74872,2012,Public Speaking,Communication
74872,2012,Graphic Design,Design
47194,2014,Marketing,Business
47194,2008,Problem Solving,Mathematics
47194,2008,Digital Marketing,Business
47194,2000,Digital Marketing,Business
47194,2000,Public Speaking,Communication
49003,1992,Problem Solving,Mathematics
49003,1992,Digital Marketing,Business
49003,1992,Project Management,Business
49003,1992,Programming,Computer Science
49003,2010,Data Analysis,Statistics
49003,2010,Project Management,Business
49003,2005,Web Development,Computer Science
49003,2005,Problem Solving,Mathematics
49003,2005,Data Analysis,Statistics
49003,2005,Programming,Computer Science
49003,2005,Project Management,Business
38887,1982,Web Development,Computer Science
38887,1982,Marketing,Business
38887,1982,Project Management,Business
38887,2018,Data Analysis,Statistics
38887,1997,Graphic Design,Design
38887,1997,Digital Marketing,Business
38887,1997,Public Speaking,Communication
38887,2021,Project Management,Business
85172,2016,Marketing,Business
85172,2016,Public Speaking,Communication
85172,1982,Graphic Design,Design
85172,1994,Problem Solving,Mathematics
85172,1994,Project Management,Business
85172,1994,Digital Marketing,Business
85172,2020,Creative Writing,Literature
85172,2020,Web Development,Computer Science
85172,2020,Public Speaking,Communication
85172,2020,Digital Marketing,Business
86985,2008,Problem Solving,Mathematics
86985,2008,Graphic Design,Design
86985,2008,Data Analysis,Statistics
86985,2008,Programming,Computer Science
82595,1983,Marketing,Business
82595,1983,Web Development,Computer Science
82595,1983,Creative Writing,Literature
82595,1983,Graphic Design,Design
82595,1981,Creative Writing,Literature
82595,1981,Web Development,Computer Science
82595,1981,Public Speaking,Communication
82595,1981,Marketing,Business
27968,2005,Web Development,Computer Science
27968,2005,Project Management,Business
27968,2005,Programming,Computer Science
20415,1989,Marketing,Business
20415,1989,Graphic Design,Design
20415,1989,Web Development,Computer Science
20415,2011,Public Speaking,Communication
20415,2011,Data Analysis,Statistics
20415,2011,Project Management,Business
20415,2011,Programming,Computer Science
20415,1995,Public Speaking,Communication
20415,2021,Public Speaking,Communication
20415,2021,Programming,Computer Science
20415,1996,Marketing,Business
20415,1996,Web Development,Computer Science
33287,2003,Problem Solving,Mathematics
33287,2003,Marketing,Business
33287,2003,Programming,Computer Science
11843,1989,Web Development,Computer Science
11843,1989,Project Management,Business
11843,1989,Public Speaking,Communication
11843,1989,Programming,Computer Science
11843,2016,Problem Solving,Mathematics
11843,2016,Digital Marketing,Business
11843,2016,Programming,Computer Science
11843,2018,Web Development,Computer Science
11843,2018,Project Management,Business
11843,2020,Problem Solving,Mathematics
11843,2020,Project Management,Business
11843,2020,Programming,Computer Science
33815,2008,Creative Writing,Literature
33815,2008,Graphic Design,Design
33815,2008,Public Speaking,Communication
33815,2008,Programming,Computer Science
33815,2016,Problem Solving,Mathematics
33815,2016,Data Analysis,Statistics
33815,2016,Programming,Computer Science
33815,2016,Graphic Design,Design
27265,2007,Creative Writing,Literature
27265,2007,Public Speaking,Communication
27265,2007,Data Analysis,Statistics
27265,2007,Digital Marketing,Business
27265,1992,Digital Marketing,Business
27265,1998,Creative Writing,Literature
27265,1998,Data Analysis,Statistics
27265,1998,Web Development,Computer Science
27265,2008,Graphic Design,Design
27265,2008,Public Speaking,Communication
27265,2008,Programming,Computer Science
40530,1999,Problem Solving,Mathematics
40530,1999,Web Development,Computer Science
40530,1999,Public Speaking,Communication
150,1993,Public Speaking,Communication
150,1993,Programming,Computer Science
150,1993,Graphic Design,Design
150,1983,Digital Marketing,Business
150,1983,Project Management,Business
150,1983,Public Speaking,Communication
150,2006,Creative Writing,Literature
150,2006,Data Analysis,Statistics
150,2006,Project Management,Business
150,2006,Graphic Design,Design
150,2007,Web Development,Computer Science
150,2007,Data Analysis,Statistics
150,2007,Public Speaking,Communication
86906,1983,Public Speaking,Communication
86906,1983,Programming,Computer Science
86906,1994,Graphic Design,Design
86906,1994,Project Management,Business
86906,1994,Programming,Computer Science
86906,1996,Graphic Design,Design
45479,1993,Web Development,Computer Science
45479,1993,Graphic Design,Design
45479,1993,Digital Marketing,Business
45479,2012,Creative Writing,Literature
45479,2012,Digital Marketing,Business
45479,2015,Problem Solving,Mathematics
45479,2015,Data Analysis,Statistics
24633,1997,Graphic Design,Design
24633,1997,Programming,Computer Science
24633,2012,Marketing,Business
24633,2012,Web Development,Computer Science
24633,2012,Graphic Design,Design
24633,1992,Problem Solving,Mathematics
24633,1992,Public Speaking,Communication
24633,1992,Digital Marketing,Business
24633,2007,Creative Writing,Literature
24633,2007,Data Analysis,Statistics
6742,2006,Marketing,Business
6742,2006,Programming,Computer Science
68698,2012,Web Development,Computer Science
68698,2012,Creative Writing,Literature
68698,2012,Digital Marketing,Business
68698,1998,Creative Writing,Literature
68698,1998,Web Development,Computer Science
68698,1998,Digital Marketing,Business
68698,1998,Programming,Computer Science
68698,1998,Project Management,Business
68698,1982,Graphic Design,Design
83173,1981,Marketing,Business
83173,1981,Creative Writing,Literature
83173,1981,Problem Solving,Mathematics
83173,1987,Marketing,Business
83173,1987,Web Development,Computer Science
83173,1987,Digital Marketing,Business
83173,2009,Web Development,Computer Science
83173,2009,Public Speaking,Communication
83173,2009,Data Analysis,Statistics
88468,2019,Marketing,Business
88468,2018,Web Development,Computer Science
88468,2005,Problem Solving,Mathematics
88468,2005,Project Management,Business
99040,1994,Marketing,Business
99040,1994,Data Analysis,Statistics
99040,1994,Project Management,Business
99040,1995,Web Development,Computer Science
99040,1994,Creative Writing,Literature
99040,1994,Data Analysis,Statistics
99040,1994,Programming,Computer Science
99040,1995,Public Speaking,Communication
31583,2012,Graphic Design,Design
31583,2012,Data Analysis,Statistics
31583,2012,Digital Marketing,Business
31583,2006,Creative Writing,Literature
31583,2006,Graphic Design,Design
31583,2006,Programming,Computer Science
69413,2013,Public Speaking,Communication
69413,2013,Project Management,Business
69413,1987,Marketing,Business
69413,1987,Problem Solving,Mathematics
69413,1987,Web Development,Computer Science
69413,1987,Graphic Design,Design
69413,2007,Problem Solving,Mathematics
69413,2007,Creative Writing,Literature
69413,2007,Digital Marketing,Business
69413,1987,Marketing,Business
69413,1987,Programming,Computer Science
36971,2017,Marketing,Business
36971,2017,Creative Writing,Literature
36971,2017,Digital Marketing,Business
36971,2017,Public Speaking,Communication
36971,2017,Project Management,Business
36971,2002,Data Analysis,Statistics
36971,1994,Web Development,Computer Science
36971,1994,Problem Solving,Mathematics
36971,1994,Public Speaking,Communication
36971,1994,Programming,Computer Science
29612,2010,Problem Solving,Mathematics
29612,2010,Public Speaking,Communication
29612,2001,Web Development,Computer Science
29612,1992,Problem Solving,Mathematics
29612,1992,Project Management,Business
29612,1992,Public Speaking,Communication
29612,1992,Data Analysis,Statistics
50429,2013,Digital Marketing,Business
50429,2013,Project Management,Business
50429,1995,Graphic Design,Design
50429,1995,Digital Marketing,Business
86071,2022,Problem Solving,Mathematics
86071,2022,Web Development,Computer Science
86071,1981,Graphic Design,Design
86071,1981,Problem Solving,Mathematics
86071,1981,Public Speaking,Communication
86071,1981,Data Analysis,Statistics
86071,1981,Project Management,Business
2605,2015,Public Speaking,Communication
2605,1988,Digital Marketing,Business
2605,1988,Programming,Computer Science
2605,1993,Marketing,Business
2605,1993,Public Speaking,Communication
17255,2003,Marketing,Business
17255,2003,Problem Solving,Mathematics
17255,2003,Digital Marketing,Business
17255,1994,Creative Writing,Literature
17255,1994,Data Analysis,Statistics
17255,1994,Public Speaking,Communication
48445,2019,Problem Solving,Mathematics
48445,2019,Marketing,Business
48445,2019,Digital Marketing,Business
48445,2019,Programming,Computer Science
48445,1997,Creative Writing,Literature
48445,1997,Data Analysis,Statistics
48445,1997,Project Management,Business
48445,1997,Programming,Computer Science
48445,1994,Public Speaking,Communication
48445,2013,Web Development,Computer Science
48445,2013,Problem Solving,Mathematics
48445,2013,Project Management,Business
48445,2021,Creative Writing,Literature
48445,2021,Marketing,Business
48445,2021,Graphic Design,Design
7311,2021,Creative Writing,Literature
7311,2021,Graphic Design,Design
7311,2021,Programming,Computer Science
7311,1992,Project Management,Business
7311,1986,Graphic Design,Design
7311,1984,Creative Writing,Literature
7311,1984,Programming,Computer Science
7311,2014,Public Speaking,Communication
83428,1986,Web Development,Computer Science
83428,2007,Programming,Computer Science
83428,1997,Marketing,Business
83428,1997,Programming,Computer Science
83428,1997,Public Speaking,Communication
83428,1997,Graphic Design,Design
83428,2009,Web Development,Computer Science
83428,2009,Graphic Design,Design
83428,2009,Digital Marketing,Business
83428,2009,Problem Solving,Mathematics
83428,2009,Data Analysis,Statistics
16685,2009,Marketing,Business
16685,2009,Graphic Design,Design
16685,2009,Public Speaking,Communication
16685,2009,Problem Solving,Mathematics
16685,2009,Web Development,Computer Science
16685,2020,Marketing,Business
16685,2020,Data Analysis,Statistics
16685,2020,Data Analysis,Statistics
24081,1991,Creative Writing,Literature
24081,1991,Graphic Design,Design
24081,1991,Public Speaking,Communication
24081,1991,Problem Solving,Mathematics
24081,2006,Digital Marketing,Business
24081,2006,Public Speaking,Communication
82769,1988,Graphic Design,Design
82769,2007,Problem Solving,Mathematics
57223,2015,Data Analysis,Statistics
57223,2015,Public Speaking,Communication
57223,2013,Marketing,Business
57223,2002,Marketing,Business
57223,2002,Web Development,Computer Science
57223,2002,Graphic Design,Design
57223,1993,Marketing,Business
57223,1993,Web Development,Computer Science
57223,1993,Problem Solving,Mathematics
57223,1993,Data Analysis,Statistics
57223,1993,Public Speaking,Communication
17015,2020,Problem Solving,Mathematics
17015,2020,Data Analysis,Statistics
17015,1990,Project Management,Business
17015,1990,Digital Marketing,Business
93790,2017,Digital Marketing,Business
93790,2017,Project Management,Business
93790,2017,Programming,Computer Science
93790,1980,Problem Solving,Mathematics
93790,1980,Creative Writing,Literature
93790,1980,Marketing,Business
93790,2005,Problem Solving,Mathematics
93790,2005,Creative Writing,Literature
93790,2005,Web Development,Computer Science
93790,2005,Project Management,Business
64342,2013,Problem Solving,Mathematics
64342,1980,Web Development,Computer Science
64342,1980,Public Speaking,Communication
64342,1990,Web Development,Computer Science
64342,1990,Data Analysis,Statistics
64342,1990,Project Management,Business
64342,1990,Public Speaking,Communication
64342,1985,Problem Solving,Mathematics
64342,1985,Public Speaking,Communication
64342,1985,Web Development,Computer Science
64342,1985,Project Management,Business
64342,2014,Problem Solving,Mathematics
64342,2014,Data Analysis,Statistics
64342,2014,Programming,Computer Science
83002,2020,Marketing,Business
83002,1987,Creative Writing,Literature
83002,1987,Graphic Design,Design
83002,1987,Marketing,Business
83002,1999,Web Development,Computer Science
83002,1985,Web Development,Computer Science
83002,1985,Data Analysis,Statistics
83002,1985,Graphic Design,Design
41364,2007,Problem Solving,Mathematics
41364,2007,Project Management,Business
41364,2007,Public Speaking,Communication
41364,1990,Marketing,Business
41364,1990,Web Development,Computer Science
41364,1990,Graphic Design,Design
41364,1990,Public Speaking,Communication
41364,1990,Project Management,Business
41364,1998,Web Development,Computer Science
41364,1998,Data Analysis,Statistics
41364,1998,Project Management,Business
41364,1998,Public Speaking,Communication
